kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_21_generator/dense/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,117,"""4.49""","""1618703748120594912""","""1618703748120599402"""
0_21_generator/dense/Assign,kernel AI core task,456,118,"""4.08""","""1618703748120599502""","""1618703748120603582"""
0_21_gradients_1/generator/dense/truediv_grad/Neggradients_1/generator/dense/truediv_grad/RealDiv_1gradients_1/generator/dense/truediv_grad/RealDiv_2,kernel AI core task,456,119,"""14.2""","""1618703748120603682""","""1618703748120617882"""
0_21_generator/dense/truediv,kernel AI core task,456,120,"""8.07""","""1618703748120617982""","""1618703748120626052"""
0_21_generator/dense/MatMul_4,kernel AI core task,456,121,"""36.85""","""1618703748120626162""","""1618703748120663012"""
0_21_generator/dense/add,kernel AI core task,456,122,"""8.67""","""1618703748120663112""","""1618703748120671782"""
0_21_trans_Cast_2474,kernel AI core task,456,123,"""5.32""","""1618703748120671892""","""1618703748120677212"""
0_21_trans_TransData_2087,kernel AI core task,456,124,"""7.76""","""1618703748120677312""","""1618703748120685072"""
0_21_trans_TransData_2475,kernel AI core task,456,125,"""23.57""","""1618703748120685172""","""1618703748120708742"""
0_21_generator/resblock_up_16/res1/batch_norm/moments/mean,kernel AI core task,456,126,"""11.53""","""1618703748120708842""","""1618703748120720372"""
0_21_generator/resblock_up_16/res1/batch_norm/moments/SquaredDifferencegenerator/resblock_up_16/res1/batch_norm/moments/variance,kernel AI core task,456,127,"""11.8""","""1618703748120720482""","""1618703748120732282"""
0_21_trans_TransData_2091,kernel AI core task,456,128,"""4.4""","""1618703748120732382""","""1618703748120736782"""
0_21_trans_TransData_2094,kernel AI core task,456,129,"""4.02""","""1618703748120736882""","""1618703748120740902"""
0_21_generator/resblock_up_16/res1/batch_norm/beta/dense/MatMul,kernel AI core task,456,130,"""10.63""","""1618703748120741002""","""1618703748120751632"""
0_21_trans_TransData_2101,kernel AI core task,456,131,"""4.27""","""1618703748120751732""","""1618703748120756002"""
0_21_generator/resblock_up_16/res1/batch_norm/gamma/dense/MatMul,kernel AI core task,456,132,"""10.09""","""1618703748120756102""","""1618703748120766192"""
0_21_trans_TransData_2097,kernel AI core task,456,133,"""4.05""","""1618703748120766292""","""1618703748120770342"""
0_21_generator/resblock_up_16/res1/batch_norm/mul_2generator/resblock_up_16/res1/batch_norm/mul_3generator/resblock_up_16/res1/batch_norm/add_1,kernel AI core task,456,134,"""1.94""","""1618703748120770442""","""1618703748120772382"""
0_21_generator/resblock_up_16/res1/batch_norm/mulgenerator/resblock_up_16/res1/batch_norm/mul_1generator/resblock_up_16/res1/batch_norm/add,kernel AI core task,456,135,"""1.54""","""1618703748120772482""","""1618703748120774022"""
0_21_generator/resblock_up_16/res1/batch_norm/Assign_1,kernel AI core task,456,136,"""1.26""","""1618703748120774122""","""1618703748120775382"""
0_21_generator/resblock_up_16/res1/batch_norm/Assign,kernel AI core task,456,137,"""1.2""","""1618703748120775492""","""1618703748120776692"""
0_21_generator/resblock_up_16/res1/batch_norm/batchnorm/add,kernel AI core task,456,138,"""1.44""","""1618703748120776792""","""1618703748120778232"""
0_21_trans_TransData_2096,kernel AI core task,456,139,"""3.04""","""1618703748120778342""","""1618703748120781382"""
0_21_generator/resblock_up_16/res1/batch_norm/batchnorm/Rsqrt,kernel AI core task,456,140,"""1.74""","""1618703748120781482""","""1618703748120783222"""
0_21_generator/resblock_up_16/res1/batch_norm/batchnorm/mul,kernel AI core task,456,141,"""4.28""","""1618703748120783332""","""1618703748120787612"""
0_21_generator/resblock_up_16/res1/batch_norm/batchnorm/mul_1,kernel AI core task,456,142,"""8.34""","""1618703748120787712""","""1618703748120796052"""
0_21_generator/resblock_up_16/res1/batch_norm/batchnorm/mul_2generator/resblock_up_16/res1/batch_norm/batchnorm/sub,kernel AI core task,456,143,"""4.54""","""1618703748120796152""","""1618703748120800692"""
0_21_generator/resblock_up_16/res1/batch_norm/batchnorm/add_1generator/resblock_up_16/res1/Relu,kernel AI core task,456,144,"""10.08""","""1618703748120800802""","""1618703748120810882"""
0_21_trans_Cast_2451,kernel AI core task,456,145,"""5.78""","""1618703748120810982""","""1618703748120816762"""
0_21_generator/resblock_up_16/res1/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,146,"""3878.39""","""1618703748120816862""","""1618703748124695252"""
0_21_generator/resblock_up_16/res1/deconv_0/l2_normalize,kernel AI core task,456,147,"""7.06""","""1618703748124695352""","""1618703748124702412"""
0_21_generator/resblock_up_16/res1/deconv_0/MatMul_1,kernel AI core task,456,148,"""2947.52""","""1618703748124702512""","""1618703748127650032"""
0_21_generator/resblock_up_16/res1/deconv_0/l2_normalize_1,kernel AI core task,456,149,"""1.79""","""1618703748127650132""","""1618703748127651922"""
0_21_generator/resblock_up_16/res1/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,150,"""1.77""","""1618703748127652022""","""1618703748127653792"""
0_21_generator/resblock_up_16/res1/deconv_0/Assign,kernel AI core task,456,151,"""1.34""","""1618703748127653892""","""1618703748127655232"""
0_21_gradients_1/generator/resblock_up_16/res1/deconv_0/truediv_grad/Neggradients_1/generator/resblock_up_16/res1/deconv_0/truediv_grad/RealDiv_1gradients_1/generator/resblock_up_16/res1/deconv_0/truediv_grad/RealDiv_2,kernel AI core task,456,152,"""269.58""","""1618703748127655342""","""1618703748127924922"""
0_21_generator/resblock_up_16/res1/deconv_0/truediv,kernel AI core task,456,153,"""189.21""","""1618703748127925022""","""1618703748128114232"""
0_21_trans_Cast_2449,kernel AI core task,456,154,"""88.36""","""1618703748128114342""","""1618703748128202702"""
0_21_trans_TransData_2450,kernel AI core task,456,155,"""2560.57""","""1618703748128202812""","""1618703748130763382"""
0_21_generator/resblock_up_16/res1/deconv_0/conv2d_transpose,kernel AI core task,456,156,"""830.59""","""1618703748130763482""","""1618703748131594072"""
0_21_trans_Cast_2455,kernel AI core task,456,157,"""15.21""","""1618703748131594172""","""1618703748131609382"""
0_21_generator/resblock_up_16/res2/batch_norm/moments/mean,kernel AI core task,456,158,"""25.33""","""1618703748131609482""","""1618703748131634812"""
0_21_generator/resblock_up_16/res2/batch_norm/moments/SquaredDifferencegenerator/resblock_up_16/res2/batch_norm/moments/variance,kernel AI core task,456,159,"""34.26""","""1618703748131634922""","""1618703748131669182"""
0_21_trans_TransData_2458,kernel AI core task,456,160,"""4.12""","""1618703748131669282""","""1618703748131673402"""
0_21_trans_TransData_2461,kernel AI core task,456,161,"""4.13""","""1618703748131673502""","""1618703748131677632"""
0_21_generator/resblock_up_16/res2/batch_norm/mul_1generator/resblock_up_16/res2/batch_norm/mulgenerator/resblock_up_16/res2/batch_norm/add,kernel AI core task,456,162,"""1.67""","""1618703748131677732""","""1618703748131679402"""
0_21_generator/resblock_up_16/res2/batch_norm/Assign,kernel AI core task,456,163,"""1.51""","""1618703748131679502""","""1618703748131681012"""
0_21_generator/resblock_up_16/res2/batch_norm/mul_3generator/resblock_up_16/res2/batch_norm/mul_2generator/resblock_up_16/res2/batch_norm/add_1,kernel AI core task,456,164,"""1.45""","""1618703748131681112""","""1618703748131682562"""
0_21_generator/resblock_up_16/res2/batch_norm/Assign_1,kernel AI core task,456,165,"""1.12""","""1618703748131682672""","""1618703748131683792"""
0_21_generator/resblock_up_16/res2/batch_norm/batchnorm/add,kernel AI core task,456,166,"""1.52""","""1618703748131683902""","""1618703748131685422"""
0_21_trans_TransData_2463,kernel AI core task,456,167,"""3.1""","""1618703748131685522""","""1618703748131688622"""
0_21_generator/resblock_up_16/res2/batch_norm/batchnorm/Rsqrt,kernel AI core task,456,168,"""1.72""","""1618703748131688722""","""1618703748131690442"""
0_21_generator/resblock_up_16/res2/batch_norm/beta/dense/MatMul,kernel AI core task,456,169,"""10.27""","""1618703748131690542""","""1618703748131700812"""
0_21_trans_TransData_2468,kernel AI core task,456,170,"""4.12""","""1618703748131700912""","""1618703748131705032"""
0_21_generator/resblock_up_16/res2/batch_norm/gamma/dense/MatMul,kernel AI core task,456,171,"""9.39""","""1618703748131705132""","""1618703748131714522"""
0_21_trans_TransData_2464,kernel AI core task,456,172,"""3.93""","""1618703748131714622""","""1618703748131718552"""
0_21_generator/resblock_up_16/res2/batch_norm/batchnorm/mul,kernel AI core task,456,173,"""4.15""","""1618703748131718652""","""1618703748131722802"""
0_21_generator/resblock_up_16/res2/batch_norm/batchnorm/mul_1,kernel AI core task,456,174,"""16.57""","""1618703748131722902""","""1618703748131739472"""
0_21_generator/resblock_up_16/res2/batch_norm/batchnorm/mul_2generator/resblock_up_16/res2/batch_norm/batchnorm/sub,kernel AI core task,456,175,"""3.84""","""1618703748131739572""","""1618703748131743412"""
0_21_generator/resblock_up_16/res2/batch_norm/batchnorm/add_1generator/resblock_up_16/res2/Relu,kernel AI core task,456,176,"""18.56""","""1618703748131743512""","""1618703748131762072"""
0_21_trans_Cast_2471,kernel AI core task,456,177,"""10.02""","""1618703748131762172""","""1618703748131772192"""
0_21_generator/resblock_up_16/res2/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,178,"""3821.6""","""1618703748131772292""","""1618703748135593892"""
0_21_generator/resblock_up_16/res2/deconv_0/l2_normalize,kernel AI core task,456,179,"""6.7""","""1618703748135593992""","""1618703748135600692"""
0_21_generator/resblock_up_16/res2/deconv_0/MatMul_1,kernel AI core task,456,180,"""2941.57""","""1618703748135600792""","""1618703748138542362"""
0_21_generator/resblock_up_16/res2/deconv_0/l2_normalize_1,kernel AI core task,456,181,"""1.93""","""1618703748138542472""","""1618703748138544402"""
0_21_generator/resblock_up_16/res2/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,182,"""1.78""","""1618703748138544502""","""1618703748138546282"""
0_21_generator/resblock_up_16/res2/deconv_0/Assign,kernel AI core task,456,183,"""1.33""","""1618703748138546392""","""1618703748138547722"""
0_21_gradients_1/generator/resblock_up_16/res2/deconv_0/truediv_grad/Neggradients_1/generator/resblock_up_16/res2/deconv_0/truediv_grad/RealDiv_1gradients_1/generator/resblock_up_16/res2/deconv_0/truediv_grad/RealDiv_2,kernel AI core task,456,184,"""269.51""","""1618703748138547822""","""1618703748138817332"""
0_21_generator/resblock_up_16/res2/deconv_0/truediv,kernel AI core task,456,185,"""188.18""","""1618703748138817432""","""1618703748139005612"""
0_21_trans_Cast_2469,kernel AI core task,456,186,"""89.22""","""1618703748139005712""","""1618703748139094932"""
0_21_trans_TransData_2470,kernel AI core task,456,187,"""2559.83""","""1618703748139095032""","""1618703748141654862"""
0_21_generator/resblock_up_16/res2/deconv_0/conv2d_transpose,kernel AI core task,456,188,"""620.57""","""1618703748141654972""","""1618703748142275542"""
0_21_trans_Cast_2476,kernel AI core task,456,189,"""13.73""","""1618703748142275642""","""1618703748142289372"""
0_21_generator/resblock_up_16/skip/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,190,"""3835.28""","""1618703748142289472""","""1618703748146124752"""
0_21_generator/resblock_up_16/skip/deconv_0/l2_normalize,kernel AI core task,456,191,"""6.6""","""1618703748146124862""","""1618703748146131462"""
0_21_generator/resblock_up_16/skip/deconv_0/MatMul_1,kernel AI core task,456,192,"""2937.41""","""1618703748146131562""","""1618703748149068972"""
0_21_generator/resblock_up_16/skip/deconv_0/l2_normalize_1,kernel AI core task,456,193,"""2.0""","""1618703748149069082""","""1618703748149071082"""
0_21_generator/resblock_up_16/skip/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,194,"""1.75""","""1618703748149071182""","""1618703748149072932"""
0_21_generator/resblock_up_16/skip/deconv_0/Assign,kernel AI core task,456,195,"""1.4""","""1618703748149073032""","""1618703748149074432"""
0_21_gradients_1/generator/resblock_up_16/skip/deconv_0/truediv_grad/Neggradients_1/generator/resblock_up_16/skip/deconv_0/truediv_grad/RealDiv_1gradients_1/generator/resblock_up_16/skip/deconv_0/truediv_grad/RealDiv_2,kernel AI core task,456,196,"""269.41""","""1618703748149074532""","""1618703748149343942"""
0_21_generator/resblock_up_16/skip/deconv_0/truediv,kernel AI core task,456,197,"""186.0""","""1618703748149344042""","""1618703748149530042"""
0_21_trans_Cast_2472,kernel AI core task,456,198,"""86.08""","""1618703748149530142""","""1618703748149616222"""
0_21_trans_TransData_2473,kernel AI core task,456,199,"""2560.76""","""1618703748149616332""","""1618703748152177092"""
0_21_generator/resblock_up_16/skip/deconv_0/conv2d_transpose,kernel AI core task,456,200,"""834.25""","""1618703748152177202""","""1618703748153011452"""
0_21_trans_Cast_2477,kernel AI core task,456,201,"""14.56""","""1618703748153011552""","""1618703748153026112"""
0_21_generator/add,kernel AI core task,456,202,"""41.96""","""1618703748153026212""","""1618703748153068172"""
0_21_generator/resblock_up_8/res1/batch_norm/moments/mean,kernel AI core task,456,203,"""25.32""","""1618703748153068282""","""1618703748153093602"""
0_21_trans_Cast_2517,kernel AI core task,456,204,"""9.78""","""1618703748153093702""","""1618703748153103482"""
0_21_generator/resblock_up_8/res1/batch_norm/moments/SquaredDifferencegenerator/resblock_up_8/res1/batch_norm/moments/variance,kernel AI core task,456,205,"""34.22""","""1618703748153103592""","""1618703748153137812"""
0_21_trans_TransData_2482,kernel AI core task,456,206,"""4.22""","""1618703748153137912""","""1618703748153142132"""
0_21_trans_TransData_2485,kernel AI core task,456,207,"""4.25""","""1618703748153142242""","""1618703748153146492"""
0_21_generator/resblock_up_8/res1/batch_norm/mul_1generator/resblock_up_8/res1/batch_norm/mulgenerator/resblock_up_8/res1/batch_norm/add,kernel AI core task,456,208,"""1.69""","""1618703748153146602""","""1618703748153148292"""
0_21_generator/resblock_up_8/res1/batch_norm/Assign,kernel AI core task,456,209,"""1.53""","""1618703748153148392""","""1618703748153149922"""
0_21_generator/resblock_up_8/res1/batch_norm/mul_3generator/resblock_up_8/res1/batch_norm/mul_2generator/resblock_up_8/res1/batch_norm/add_1,kernel AI core task,456,210,"""1.62""","""1618703748153150022""","""1618703748153151642"""
0_21_generator/resblock_up_8/res1/batch_norm/Assign_1,kernel AI core task,456,211,"""1.21""","""1618703748153151742""","""1618703748153152952"""
0_21_generator/resblock_up_8/res1/batch_norm/batchnorm/add,kernel AI core task,456,212,"""1.59""","""1618703748153153052""","""1618703748153154642"""
0_21_trans_TransData_2487,kernel AI core task,456,213,"""3.25""","""1618703748153154752""","""1618703748153158002"""
0_21_generator/resblock_up_8/res1/batch_norm/batchnorm/Rsqrt,kernel AI core task,456,214,"""1.58""","""1618703748153158102""","""1618703748153159682"""
0_21_generator/resblock_up_8/res1/batch_norm/beta/dense/MatMul,kernel AI core task,456,215,"""9.4""","""1618703748153159782""","""1618703748153169182"""
0_21_trans_TransData_2491,kernel AI core task,456,216,"""4.16""","""1618703748153169282""","""1618703748153173442"""
0_21_generator/resblock_up_8/res1/batch_norm/gamma/dense/MatMul,kernel AI core task,456,217,"""9.42""","""1618703748153173542""","""1618703748153182962"""
0_21_trans_TransData_2488,kernel AI core task,456,218,"""3.93""","""1618703748153183062""","""1618703748153186992"""
0_21_generator/resblock_up_8/res1/batch_norm/batchnorm/mul,kernel AI core task,456,219,"""4.26""","""1618703748153187092""","""1618703748153191352"""
0_21_generator/resblock_up_8/res1/batch_norm/batchnorm/mul_1,kernel AI core task,456,220,"""12.88""","""1618703748153191452""","""1618703748153204332"""
