kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_21_trans_TransData_3439,kernel AI core task,367,66,"""1.19""","""1619057164793600216""","""1619057164793601406"""
0_21_trans_Cast_3440,kernel AI core task,367,67,"""1.28""","""1619057164793601516""","""1619057164793602796"""
0_21_discriminator/resblock_down_1/res2/conv_0/truediv,kernel AI core task,367,68,"""4.89""","""1619057164793602906""","""1619057164793607796"""
0_21_discriminator_1/resblock_down_1/res2/conv_0/truediv,kernel AI core task,367,69,"""4.73""","""1619057164793607896""","""1619057164793612626"""
0_21_trans_Cast_4296,kernel AI core task,367,70,"""5.74""","""1619057164793612726""","""1619057164793618466"""
0_21_trans_Cast_5247,kernel AI core task,367,71,"""4.22""","""1619057164793618566""","""1619057164793622786"""
0_21_trans_TransData_4297,kernel AI core task,367,72,"""45.4""","""1619057164793622886""","""1619057164793668286"""
0_21_trans_TransData_5248,kernel AI core task,367,73,"""45.15""","""1619057164793668386""","""1619057164793713536"""
0_21_trans_Cast_3445,kernel AI core task,367,74,"""1.59""","""1619057164793713646""","""1619057164793715236"""
0_21_trans_TransData_3446,kernel AI core task,367,75,"""1.38""","""1619057164793715346""","""1619057164793716726"""
0_21_trans_TransData_3444,kernel AI core task,367,76,"""1.46""","""1619057164793716826""","""1619057164793718286"""
0_21_discriminator/resblock_down_1/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,367,77,"""1.32""","""1619057164793718386""","""1619057164793719706"""
0_21_trans_TransData_3447,kernel AI core task,367,78,"""1.59""","""1619057164793719806""","""1619057164793721396"""
0_21_discriminator/resblock_down_1/skip/conv_0/l2_normalize,kernel AI core task,367,79,"""2.05""","""1619057164793721506""","""1619057164793723556"""
0_21_trans_TransData_3448,kernel AI core task,367,80,"""1.5""","""1619057164793723656""","""1619057164793725156"""
0_21_discriminator/resblock_down_1/skip/conv_0/MatMul_1,kernel AI core task,367,81,"""1.63""","""1619057164793725256""","""1619057164793726886"""
0_21_trans_TransData_3451,kernel AI core task,367,82,"""1.45""","""1619057164793726986""","""1619057164793728436"""
0_21_discriminator/resblock_down_1/skip/conv_0/l2_normalize_1,kernel AI core task,367,83,"""1.53""","""1619057164793728536""","""1619057164793730066"""
0_21_discriminator/resblock_down_1/skip/conv_0/Assign,kernel AI core task,367,84,"""1.32""","""1619057164793730166""","""1619057164793731486"""
0_21_discriminator_1/resblock_down_1/skip/conv_0/Assign,kernel AI core task,367,85,"""1.11""","""1619057164793731586""","""1619057164793732696"""
0_21_trans_TransData_3454,kernel AI core task,367,86,"""1.15""","""1619057164793732796""","""1619057164793733946"""
0_21_discriminator/resblock_down_1/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,367,87,"""1.33""","""1619057164793734056""","""1619057164793735386"""
0_21_trans_TransData_3459,kernel AI core task,367,88,"""1.26""","""1619057164793735486""","""1619057164793736746"""
0_21_trans_Cast_3460,kernel AI core task,367,89,"""1.08""","""1619057164793736846""","""1619057164793737926"""
0_21_discriminator/resblock_down_1/skip/conv_0/truediv,kernel AI core task,367,90,"""1.89""","""1619057164793738036""","""1619057164793739926"""
0_21_discriminator_1/resblock_down_1/skip/conv_0/truediv,kernel AI core task,367,91,"""1.8""","""1619057164793740026""","""1619057164793741826"""
0_21_trans_Cast_3465,kernel AI core task,367,92,"""1.47""","""1619057164793741926""","""1619057164793743396"""
0_21_trans_Cast_5209,kernel AI core task,367,93,"""1.28""","""1619057164793743496""","""1619057164793744776"""
0_21_trans_TransData_3466,kernel AI core task,367,94,"""13.04""","""1619057164793744876""","""1619057164793757916"""
0_21_trans_TransData_5210,kernel AI core task,367,95,"""12.89""","""1619057164793758016""","""1619057164793770906"""
0_21_discriminator/resblock_down_1/skip/conv_0/Conv2D,kernel AI core task,367,96,"""87.49""","""1619057164793771016""","""1619057164793858506"""
0_21_discriminator/resblock_down_1/res2/conv_0/Conv2Ddiscriminator/add,kernel AI core task,367,97,"""248.31""","""1619057164793858606""","""1619057164794106916"""
0_21_trans_Cast_3469,kernel AI core task,367,98,"""1.54""","""1619057164794107026""","""1619057164794108566"""
0_21_trans_TransData_3470,kernel AI core task,367,99,"""3.4""","""1619057164794108676""","""1619057164794112076"""
0_21_trans_TransData_3468,kernel AI core task,367,100,"""1.48""","""1619057164794112186""","""1619057164794113666"""
0_21_discriminator/self_attention/f_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,367,101,"""1.69""","""1619057164794113776""","""1619057164794115466"""
0_21_trans_TransData_3471,kernel AI core task,367,102,"""1.48""","""1619057164794115576""","""1619057164794117056"""
0_21_discriminator/self_attention/f_conv/l2_normalize,kernel AI core task,367,103,"""1.5""","""1619057164794117156""","""1619057164794118656"""
0_21_trans_TransData_3472,kernel AI core task,367,104,"""1.41""","""1619057164794118756""","""1619057164794120166"""
0_21_discriminator/self_attention/f_conv/MatMul_1,kernel AI core task,367,105,"""1.46""","""1619057164794120266""","""1619057164794121726"""
0_21_trans_TransData_3475,kernel AI core task,367,106,"""1.25""","""1619057164794121826""","""1619057164794123076"""
0_21_discriminator/self_attention/f_conv/l2_normalize_1,kernel AI core task,367,107,"""2.13""","""1619057164794123176""","""1619057164794125306"""
0_21_discriminator/self_attention/f_conv/Assign,kernel AI core task,367,108,"""1.21""","""1619057164794125416""","""1619057164794126626"""
0_21_discriminator_1/self_attention/f_conv/Assign,kernel AI core task,367,109,"""1.05""","""1619057164794126736""","""1619057164794127786"""
0_21_trans_TransData_3478,kernel AI core task,367,110,"""1.35""","""1619057164794127886""","""1619057164794129236"""
0_21_discriminator/self_attention/f_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,367,111,"""1.39""","""1619057164794129336""","""1619057164794130726"""
0_21_trans_TransData_3483,kernel AI core task,367,112,"""1.37""","""1619057164794130826""","""1619057164794132196"""
0_21_trans_Cast_3484,kernel AI core task,367,113,"""1.13""","""1619057164794132296""","""1619057164794133426"""
0_21_discriminator/self_attention/f_conv/truediv,kernel AI core task,367,114,"""1.43""","""1619057164794133536""","""1619057164794134966"""
0_21_discriminator_1/self_attention/f_conv/truediv,kernel AI core task,367,115,"""1.34""","""1619057164794135066""","""1619057164794136406"""
0_21_trans_Cast_4298,kernel AI core task,367,116,"""1.35""","""1619057164794136506""","""1619057164794137856"""
0_21_trans_Cast_5249,kernel AI core task,367,117,"""1.22""","""1619057164794137956""","""1619057164794139176"""
0_21_trans_TransData_4299,kernel AI core task,367,118,"""4.7""","""1619057164794139286""","""1619057164794143986"""
0_21_trans_TransData_5250,kernel AI core task,367,119,"""4.33""","""1619057164794144086""","""1619057164794148416"""
0_21_discriminator/self_attention/f_conv/Conv2Ddiscriminator/self_attention/f_conv/BiasAdd,kernel AI core task,367,120,"""29.91""","""1619057164794148526""","""1619057164794178436"""
0_21_discriminator/self_attention/max_pooling2d/MaxPool,kernel AI core task,367,121,"""10.28""","""1619057164794178536""","""1619057164794188816"""
0_21_trans_TransData_4312,kernel AI core task,367,122,"""10.56""","""1619057164794188916""","""1619057164794199476"""
0_21_trans_TransData_4315,kernel AI core task,367,123,"""248.62""","""1619057164794199576""","""1619057164794448196"""
0_21_trans_Cast_3489,kernel AI core task,367,124,"""1.65""","""1619057164794448296""","""1619057164794449946"""
0_21_trans_TransData_3490,kernel AI core task,367,125,"""3.23""","""1619057164794450046""","""1619057164794453276"""
0_21_trans_TransData_3488,kernel AI core task,367,126,"""1.46""","""1619057164794453376""","""1619057164794454836"""
0_21_discriminator/self_attention/g_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,367,127,"""1.45""","""1619057164794454936""","""1619057164794456386"""
0_21_trans_TransData_3491,kernel AI core task,367,128,"""1.5""","""1619057164794456496""","""1619057164794457996"""
0_21_discriminator/self_attention/g_conv/l2_normalize,kernel AI core task,367,129,"""1.47""","""1619057164794458106""","""1619057164794459576"""
0_21_trans_TransData_3492,kernel AI core task,367,130,"""1.27""","""1619057164794459676""","""1619057164794460946"""
0_21_discriminator/self_attention/g_conv/MatMul_1,kernel AI core task,367,131,"""1.31""","""1619057164794461056""","""1619057164794462366"""
0_21_trans_TransData_3495,kernel AI core task,367,132,"""1.53""","""1619057164794462466""","""1619057164794463996"""
0_21_discriminator/self_attention/g_conv/l2_normalize_1,kernel AI core task,367,133,"""1.95""","""1619057164794464106""","""1619057164794466056"""
0_21_discriminator/self_attention/g_conv/Assign,kernel AI core task,367,134,"""1.14""","""1619057164794466156""","""1619057164794467296"""
0_21_discriminator_1/self_attention/g_conv/Assign,kernel AI core task,367,135,"""1.13""","""1619057164794467406""","""1619057164794468536"""
0_21_trans_TransData_3498,kernel AI core task,367,136,"""1.27""","""1619057164794468636""","""1619057164794469906"""
0_21_discriminator/self_attention/g_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,367,137,"""1.7""","""1619057164794470006""","""1619057164794471706"""
0_21_trans_TransData_3503,kernel AI core task,367,138,"""1.24""","""1619057164794471806""","""1619057164794473046"""
0_21_trans_Cast_3504,kernel AI core task,367,139,"""1.19""","""1619057164794473156""","""1619057164794474346"""
0_21_discriminator/self_attention/g_conv/truediv,kernel AI core task,367,140,"""1.33""","""1619057164794474456""","""1619057164794475786"""
0_21_discriminator_1/self_attention/g_conv/truediv,kernel AI core task,367,141,"""1.24""","""1619057164794475896""","""1619057164794477136"""
0_21_trans_Cast_4300,kernel AI core task,367,142,"""1.23""","""1619057164794477236""","""1619057164794478466"""
0_21_trans_Cast_5251,kernel AI core task,367,143,"""1.15""","""1619057164794478576""","""1619057164794479726"""
0_21_trans_TransData_4301,kernel AI core task,367,144,"""4.19""","""1619057164794479826""","""1619057164794484016"""
0_21_trans_TransData_5252,kernel AI core task,367,145,"""4.21""","""1619057164794484116""","""1619057164794488326"""
0_21_discriminator/self_attention/g_conv/Conv2Ddiscriminator/self_attention/g_conv/BiasAdd,kernel AI core task,367,146,"""29.61""","""1619057164794488426""","""1619057164794518036"""
0_21_trans_TransData_4311,kernel AI core task,367,147,"""22.62""","""1619057164794518136""","""1619057164794540756"""
0_21_trans_TransData_4314,kernel AI core task,367,148,"""241.61""","""1619057164794540856""","""1619057164794782466"""
0_21_discriminator/self_attention/MatMul,kernel AI core task,367,149,"""525.86""","""1619057164794782566""","""1619057164795308426"""
0_21_discriminator/self_attention/Softmax,kernel AI core task,367,150,"""3391.68""","""1619057164795308536""","""1619057164798700216"""
0_21_trans_Cast_3509,kernel AI core task,367,151,"""2.05""","""1619057164798700316""","""1619057164798702366"""
0_21_trans_TransData_3510,kernel AI core task,367,152,"""1.73""","""1619057164798702466""","""1619057164798704196"""
0_21_trans_TransData_3508,kernel AI core task,367,153,"""1.33""","""1619057164798704296""","""1619057164798705626"""
0_21_discriminator/self_attention/h_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,367,154,"""1.86""","""1619057164798705726""","""1619057164798707586"""
0_21_trans_TransData_3511,kernel AI core task,367,155,"""1.63""","""1619057164798707686""","""1619057164798709316"""
0_21_discriminator/self_attention/h_conv/l2_normalize,kernel AI core task,367,156,"""1.84""","""1619057164798709416""","""1619057164798711256"""
0_21_trans_TransData_3512,kernel AI core task,367,157,"""1.37""","""1619057164798711356""","""1619057164798712726"""
0_21_discriminator/self_attention/h_conv/MatMul_1,kernel AI core task,367,158,"""1.57""","""1619057164798712826""","""1619057164798714396"""
0_21_trans_TransData_3515,kernel AI core task,367,159,"""1.5""","""1619057164798714506""","""1619057164798716006"""
0_21_discriminator/self_attention/h_conv/l2_normalize_1,kernel AI core task,367,160,"""1.42""","""1619057164798716116""","""1619057164798717536"""
0_21_discriminator/self_attention/h_conv/Assign,kernel AI core task,367,161,"""1.34""","""1619057164798717636""","""1619057164798718976"""
0_21_discriminator_1/self_attention/h_conv/Assign,kernel AI core task,367,162,"""0.97""","""1619057164798719086""","""1619057164798720056"""
0_21_trans_TransData_3518,kernel AI core task,367,163,"""1.12""","""1619057164798720156""","""1619057164798721276"""
0_21_discriminator/self_attention/h_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,367,164,"""1.36""","""1619057164798721376""","""1619057164798722736"""
0_21_trans_TransData_3523,kernel AI core task,367,165,"""1.33""","""1619057164798722846""","""1619057164798724176"""
0_21_trans_Cast_3524,kernel AI core task,367,166,"""1.19""","""1619057164798724276""","""1619057164798725466"""
0_21_discriminator/self_attention/h_conv/truediv,kernel AI core task,367,167,"""1.97""","""1619057164798725566""","""1619057164798727536"""
0_21_discriminator_1/self_attention/h_conv/truediv,kernel AI core task,367,168,"""2.11""","""1619057164798727646""","""1619057164798729756"""
0_21_trans_Cast_4302,kernel AI core task,367,169,"""1.99""","""1619057164798729856""","""1619057164798731846"""
0_21_trans_Cast_5253,kernel AI core task,367,170,"""1.75""","""1619057164798731956""","""1619057164798733706"""
0_21_trans_TransData_4303,kernel AI core task,367,171,"""5.25""","""1619057164798733806""","""1619057164798739056"""
0_21_trans_TransData_5254,kernel AI core task,367,172,"""5.17""","""1619057164798739156""","""1619057164798744326"""
0_21_discriminator/self_attention/h_conv/Conv2D,kernel AI core task,367,173,"""91.8""","""1619057164798744426""","""1619057164798836226"""
0_21_discriminator/self_attention/h_conv/BiasAdd,kernel AI core task,367,174,"""30.4""","""1619057164798836326""","""1619057164798866726"""
0_21_discriminator/self_attention/max_pooling2d_1/MaxPool,kernel AI core task,367,175,"""16.72""","""1619057164798866826""","""1619057164798883546"""
0_21_trans_TransData_4313,kernel AI core task,367,176,"""10.26""","""1619057164798883646""","""1619057164798893906"""
0_21_trans_TransData_4322,kernel AI core task,367,177,"""10.83""","""1619057164798894006""","""1619057164798904836"""
0_21_discriminator/self_attention/MatMul_1,kernel AI core task,367,178,"""592.66""","""1619057164798904936""","""1619057164799497596"""
0_21_trans_TransData_4323,kernel AI core task,367,179,"""115.17""","""1619057164799497696""","""1619057164799612866"""
0_21_trans_TransData_4324,kernel AI core task,367,180,"""24.02""","""1619057164799612966""","""1619057164799636986"""
0_21_trans_Cast_3529,kernel AI core task,367,181,"""2.32""","""1619057164799637086""","""1619057164799639406"""
0_21_trans_TransData_3530,kernel AI core task,367,182,"""1.54""","""1619057164799639506""","""1619057164799641046"""
0_21_trans_TransData_3528,kernel AI core task,367,183,"""1.35""","""1619057164799641146""","""1619057164799642496"""
0_21_discriminator/self_attention/attn_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,367,184,"""1.66""","""1619057164799642596""","""1619057164799644256"""
0_21_trans_TransData_3531,kernel AI core task,367,185,"""1.54""","""1619057164799644356""","""1619057164799645896"""
0_21_discriminator/self_attention/attn_conv/l2_normalize,kernel AI core task,367,186,"""1.21""","""1619057164799645996""","""1619057164799647206"""
0_21_trans_TransData_3532,kernel AI core task,367,187,"""1.24""","""1619057164799647306""","""1619057164799648546"""
0_21_discriminator/self_attention/attn_conv/MatMul_1,kernel AI core task,367,188,"""1.68""","""1619057164799648646""","""1619057164799650326"""
0_21_trans_TransData_3535,kernel AI core task,367,189,"""1.5""","""1619057164799650436""","""1619057164799651936"""
0_21_discriminator/self_attention/attn_conv/l2_normalize_1,kernel AI core task,367,190,"""1.56""","""1619057164799652036""","""1619057164799653596"""
